Project ID,Compliance Program ID (ARB or Ecology),Project Developer,Project Name,Project Type,Project Methodology/Protocol,Current Crediting Period Start Date,Current Crediting Period End Date,Voluntary Status,Compliance Program Status (ARB or Ecology),Project Status Date,Project Site Location,Project Site State,Project Site Country,Sustainable Development Goal(s),Current VVB,ACR Project Validation,Total Number of Credits Registered ,Documents,Project Website
ACR310,N/A,EOS Climate Inc,EOS HFC 310,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",11/23/2015,12/9/2015,Completed,Not ARB or Ecology Eligible,7/28/2022,Champaign,ILLINOIS,US,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),8468,View,www.eosclimate.com
ACR761,CAMM5761,Keyrock Environment LLC,Federal 2 Abandoned Mine Methane Recovery Project,Coal Mine Methane,ARB Compliance Offset Protocol: Mine Methane Capture Projects,11/11/2021,5/31/2031,N/A,Listed - Active ARB Project,5/12/2022,Fairview,WEST VIRGINIA,US,"09: Industry, Innovation and Infrastructure;13: Climate Action","Agri-Waste Technology, Inc.",N/A,115415,View,
ACR663,N/A,Blue Source,Fielding Environmental HFC Reclamation Offset Project,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",1/9/2019,1/8/2034,Completed,Not ARB or Ecology Eligible,7/26/2022,Mississauga,ONTARIO,CA,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),93571,View,
ACR760,N/A,Blue Source,Fielding Environmental HFC Reclamation Offset Project - 2020,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",1/13/2020,1/12/2035,Completed,Not ARB or Ecology Eligible,9/15/2023,Mississauga,ONTARIO,CA,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),80697,View,
ACR824,N/A,Blue Source,Fielding Environmental HFC Reclamation Offset Project - 2021,Industrial Process Emissions,"Certified Reclaimed HFC Refrigerants, Propellants, and Fire Suppressants",1/1/2021,12/31/2034,Listed,Not ARB or Ecology Eligible,10/25/2022,Mississauga,ONTARIO,CA,"03: Good Health and Well-Being;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",SCS Global Services (Scientific Certification Systems),,,View,
ACR360,CAFR5360,"Ahtna, Incorporated",Finite Carbon - Ahtna Native Alaskan IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,1/3/2017,7/2/2041,N/A,Listed - Active ARB Project,1/4/2017,"Glennallen, AK",ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,N/A,16085960,View,
ACR571,N/A,AMC Maine Woods Initiative LLC,Finite Carbon - AMC Maine Woods Initiative IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,7/22/2020,7/21/2040,Registered,Not ARB or Ecology Eligible,1/19/2023,"Piscataquis County, Maine",MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.",282557,View,https://www.finitecarbon.com/clients/land-trusts/
ACR790,N/A,Tennessee River Gorge Trust,Finite Carbon - Appalachian Carbon Exchange IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,7/5/2022,7/4/2042,Listed,Not ARB or Ecology Eligible,4/26/2023,Southern Cumberland Mountains,TENNESSEE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;11: Sustainable Cities and Communities;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,View,https://www.appalachiancarbonexchange.com
ACR785,N/A,822,Finite Carbon - Bessey Development Company IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,4/18/2022,4/17/2042,Listed,Not ARB or Ecology Eligible,6/22/2022,"Somerset, Penobscot, Oxford, Waldo, Kennebec, and Lincoln Counties, Maine",MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,View,http://www.edbessey.com/
ACR412,CAFR5412,"Cook Inlet Region, Inc.",Finite Carbon - CIRI Native Alaskan IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,3/23/2018,3/22/2043,N/A,ARB Inactive,3/7/2023,Kenai Peninsula and Matanuska-Susitna Boroughs,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,
ACR255,,Confederated Tribes of the colville Reservation,Finite Carbon - Colville IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/8/2015,10/7/2040,N/A,Listed - Active ARB Project,10/9/2015,Nespelem,WASHINGTON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,N/A,15161521,View,
ACR257,CAFR5213,"Conservancy Management, LLC.",Finite Carbon - Cook's Branch Conservancy IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,4/14/2015,4/13/2040,N/A,Listed - Active ARB Project,9/15/2015,Montgomery County,TEXAS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,236911,View,
ACR396,,Finite Carbon Corporation,Finite Carbon - Cooper River IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,11/14/2017,11/13/2042,N/A,ARB Inactive,1/25/2023,Wando,SOUTH CAROLINA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,
ACR290,CAFR5240,The Lyme Timber Company,Finite Carbon - Emory River Improved Forest Management Project,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/29/2015,10/28/2040,N/A,ARB Inactive,2/9/2022,Wartburg,TENNESSEE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,
ACR891,N/A,Grace Property Inc.,Finite Carbon - Grace Woodlands IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,6/12/2022,6/11/2042,Listed,Not ARB or Ecology Eligible,6/20/2023,Hardy County,WEST VIRGINIA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,,,View,
ACR822,N/A,"Green Acre Woodlands, Inc",Finite Carbon - Green Acre Woodlands IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,8/16/2022,8/15/2042,Listed,Not ARB or Ecology Eligible,12/6/2022,"Coos, Grafton, Belknap, Merrimack, and Strafford counties",NEW HAMPSHIRE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC",,,View,https://www.finitecarbon.com/
ACR562,N/A,Hiawatha Sportsman's Club,Finite Carbon - Hiawatha Sportsman's Club IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,7/2/2020,7/1/2040,Registered,Not ARB or Ecology Eligible,12/28/2021,"Mackinack County, MI",MICHIGAN,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),533750,View,https://www.finitecarbon.com/
ACR428,CAFR5428,Huna Totem Corporation,Finite Carbon - Huna Totem Native Alaskan IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,7/25/2018,7/24/2043,N/A,Listed - Active ARB Project,7/27/2018,Southeast Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),N/A,1028121,View,
ACR286,CAFR5236,"Timberlands, LLC",Finite Carbon - KRP Timberlands IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/27/2015,10/26/2040,N/A,ARB Inactive,9/18/2018,"Harlan, Leslie, Clay, Perry, Letcher, Knott, & Breathitt Counties",KENTUCKY,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",N/A,,View,
ACR672,N/A,"L. D. O'Rourke Foundation, Inc.",Finite Carbon - L.D. O'Rourke Foundation IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,3/12/2020,3/11/2040,Registered,Not ARB or Ecology Eligible,2/24/2023,Humboldt County,CALIFORNIA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","S&A Carbon, LLC","S&A Carbon, LLC",250833,View,https://www.finitecarbon.com/
ACR406,,Molpus Woodlands Group,Finite Carbon - Lake Superior Timberlands IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,2/2/2018,2/1/2043,N/A,ARB Inactive,1/25/2023,Houghton and Keweenaw Counties,MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,
ACR293,CAFR5243,Lakes Region Conservation Trust,Finite Carbon - Lakes Region Conservation Trust IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/29/2015,10/28/2040,N/A,Listed - Active ARB Project,10/29/2015,"Carrol, Belknap, Merrimack, & Grafton Counties",NEW HAMPSHIRE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",N/A,483873,View,
ACR735,N/A,Loon Echo Land Trust,Finite Carbon - Loon Echo and Mahoosuc Land Trusts IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,10/8/2021,10/7/2041,Registered,Not ARB or Ecology Eligible,3/8/2023,"Oxford and Cumberland Counties, Maine and Coos County, New Hampshire",MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),66550,View,https://www.finitecarbon.com/
ACR249,CAFR5199,The Lyme Timber Company,Finite Carbon - Lyme Wyoming IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,3/23/2015,3/22/2040,N/A,Listed - Active ARB Project,8/18/2015,"Wyoming, McDowell, Mingo, Logan, and Raleigh Counties in West Virginia and Pike County in Kentucky",WEST VIRGINIA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",N/A,6069060,View,
ACR284,CAFR5235,"Massachusetts Audubon Society, Inc.",Finite Carbon - Massachusetts Audubon Society IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,10/15/2015,10/14/2040,N/A,Listed - Active ARB Project,10/15/2015,"Berkshire, Hampshire, Franklin, Worcester Counties in Commonwealth of Massachusetts",MASSACHUSETTS,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,853781,View,
ACR416,CAFR5416,Molpus Woodlands Group,Finite Carbon - Meriwether IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,8/31/2018,8/30/2043,N/A,Listed - Active ARB Project,9/5/2018,International Falls,MINNESOTA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,Ruby Canyon Environment,N/A,3942011,View,
ACR395,CAFR5395,Molpus Woodlands Group,Finite Carbon - MWF Ned Lake IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,11/27/2017,11/26/2042,N/A,Listed - Active ARB Project,11/27/2017,Upper Peninsula,MICHIGAN,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",N/A,994759,View,
ACR910,N/A,"Fallen Timber, LLC",Finite Carbon - Northeast Carry Woodlands IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,6/26/2023,6/25/2043,Listed,Not ARB or Ecology Eligible,8/14/2023,"Aroostook, Penobscot, and Piscataquis Counties",MAINE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,,,View,
ACR554,CAFR5554,Opal Mountain LLC,Finite Carbon - Opal Mountain Ranch IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,7/30/2020,7/29/2045,N/A,Listed - Active ARB Project,7/30/2020,Prineville,OREGON,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"Aster Global Environmental Solutions, Inc.",N/A,517568,View,
ACR558,N/A,"Park Forestry NY, LLC",Finite Carbon - Park Forestry IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,5/1/2020,4/30/2040,Registered,Not ARB or Ecology Eligible,3/28/2022,"St. Lawrence, Lewis, Hamilton, and Franklin counties in the state of New York and Caledonia, Windham and Windsor counties in the state of Vermont.",NEW YORK,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land","Aster Global Environmental Solutions, Inc.","Aster Global Environmental Solutions, Inc.",374732,View,finitecarbon.com
ACR786,N/A,836,Finite Carbon - Scott Woodlands IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,5/10/2022,5/9/2042,Listed,Not ARB or Ecology Eligible,7/6/2022,"Screven, Hampton, and Jasper Counties, South Carolina",SOUTH CAROLINA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),,,View,https://www.finitecarbon.com/
ACR420,CAFR5420,Sealaska Corporation,Finite Carbon - Sealaska 2 Native Alaskan IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,4/13/2018,4/12/2043,N/A,Listed - Active ARB Project,4/16/2018,Southeast Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),N/A,2559626,View,
ACR324,CAFR5294,Sealaska Corporation,Finite Carbon - Sealaska Native Alaskan IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,6/10/2016,6/9/2041,N/A,Listed - Active ARB Project,6/14/2016,Southeast Alaska,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),N/A,12976660,View,
ACR256,CAFR5204,Tennessee River Gorge Trust,Finite Carbon - Tennessee River Gorge Trust IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,2/12/2015,2/11/2040,N/A,Listed - Active ARB Project,6/30/2015,The Tennessee River Gorge,TENNESSEE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),N/A,416413,View,
ACR247,CAFR5202,Bluesource Sustainable Forests Company,Finite Carbon - The Forestland Group Chateaugay Woodlands IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,5/16/2014,5/15/2039,N/A,Listed - Active ARB Project,5/29/2015,Owls Head,NEW YORK,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,"S&A Carbon, LLC",N/A,860277,View,
ACR199,CAFR5034,Bluesource Sustainable Forests Company,Finite Carbon - The Forestland Group CT Lakes,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,7/8/2013,7/7/2038,N/A,Listed - Active ARB Project,12/23/2013,Coos County,NEW HAMPSHIRE,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,GHD Limited,N/A,2605916,View,
ACR413,,"Beach People, LLC",Finite Carbon - Tyonek Native Alaskan IFM,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,5/23/2019,5/22/2044,N/A,Listed - Active ARB Project,6/5/2019,Kenai Peninsula Borough,ALASKA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,SCS Global Services (Scientific Certification Systems),N/A,1176746,View,
ACR209,,Weyerhaeuser Company,Finite Carbon - Weyerhaeuser Company IFM 1,Forest Carbon,ARB Compliance Offset Protocol: U.S. Forest Projects,5/9/2014,5/8/2039,N/A,ARB Inactive,4/19/2023,Mississippi & Alabama,ALABAMA,US,06: Clean Water and Sanitation;13: Climate Action;15: Life on Land,,N/A,,View,www.weyerhaeuser.com
ACR789,N/A,Whatcom Land Trust,Finite Carbon - Whatcom Land Trust IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,6/21/2022,6/20/2042,Listed,Not ARB or Ecology Eligible,7/26/2022,"Whatcom County, Washington",WASHINGTON,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",,,,View,https://whatcomlandtrust.org/
ACR701,N/A,Windrock Land Company,Finite Carbon - Windrock Land Company IFM,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,6/16/2021,6/15/2041,Registered,Not ARB or Ecology Eligible,12/7/2022,"Morgan, Roane, Anderson, and Campbell Counties",TENNESSEE,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",SCS Global Services (Scientific Certification Systems),SCS Global Services (Scientific Certification Systems),917099,View,https://www.finitecarbon.com/
ACR888,N/A,334,Flathead Ridge Ranch Forest Carbon Project,Forest Carbon,Improved Forest Management (IFM) on Non-Federal U.S. Forestlands,9/26/2022,9/25/2042,Listed,Not ARB or Ecology Eligible,7/11/2023,"Kalispell, Montana",MONTANA,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;13: Climate Action;15: Life on Land",Ruby Canyon Environment,,,View,
ACR524,N/A,297,Foam Blowing Agent 001,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,1/1/2018,12/31/2018,Canceled,Not ARB or Ecology Eligible,2/11/2021,"O'Fallon, MO",MISSOURI,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action",,,,View,
ACR348,N/A,297,Foam Blowing Agent Project 001,Industrial Process Emissions,Transition to Advanced Formulation Blowing Agents in Foam Manufacturing and Use,1/1/2015,12/31/2015,Completed,Not ARB or Ecology Eligible,7/28/2022,"Earth City, MO",MISSOURI,US,"03: Good Health and Well-Being;06: Clean Water and Sanitation;09: Industry, Innovation and Infrastructure;12: Responsible Consumption and Production;13: Climate Action","First Environment, Inc.",,13399,View,n/a
